sample	EV1	EV2	cluster	species	chr	mds
ANN0823	-0.01824071385495965	0.04006682979242314	0	annuus	Ha412HOChr01	neg1
ANN0824	-0.024040601276938807	0.05851143717603473	0	annuus	Ha412HOChr01	neg1
ANN0825	-0.023875210551482253	0.0779332383290048	0	annuus	Ha412HOChr01	neg1
ANN0826	-0.023555049388577047	0.0753763243111272	0	annuus	Ha412HOChr01	neg1
ANN0827	-0.023804103557679954	0.06722832494832974	0	annuus	Ha412HOChr01	neg1
ANN0828	-0.024271299028249416	0.06826271131762995	0	annuus	Ha412HOChr01	neg1
ANN0829	-0.024566653043100774	0.07831690162007257	0	annuus	Ha412HOChr01	neg1
ANN0830	-0.02570584104491433	0.08265666332443758	0	annuus	Ha412HOChr01	neg1
ANN0831-	-0.024862051347526514	0.05454490703486971	0	annuus	Ha412HOChr01	neg1
ANN0832	-0.025407387502783277	0.05158995234455412	0	annuus	Ha412HOChr01	neg1
ANN0833	-0.02367799051014703	0.047155750175273965	0	annuus	Ha412HOChr01	neg1
ANN0834	-0.024988230886320607	0.06621017319673048	0	annuus	Ha412HOChr01	neg1
ANN0835	-0.02429133330993037	0.06440521210785186	0	annuus	Ha412HOChr01	neg1
ANN0836	-0.023736437517672113	0.046035605837617156	0	annuus	Ha412HOChr01	neg1
ANN0837	-0.023873720677253244	0.0970324442410949	0	annuus	Ha412HOChr01	neg1
ANN0838	-0.023681507826215933	0.07782979115758981	0	annuus	Ha412HOChr01	neg1
ANN0839	-0.02535655728701894	0.053548978952667164	0	annuus	Ha412HOChr01	neg1
ANN0840	-0.0245099191940224	0.038557335037464474	0	annuus	Ha412HOChr01	neg1
ANN0841	-0.023601964016971254	0.06441067681885387	0	annuus	Ha412HOChr01	neg1
ANN0842	-0.024640416687387562	0.06037589476633725	0	annuus	Ha412HOChr01	neg1
ANN0843	-0.023269908055816017	0.050223020307913244	0	annuus	Ha412HOChr01	neg1
ANN0844	-0.024687506603748167	0.05886763192739432	0	annuus	Ha412HOChr01	neg1
ANN0845	-0.024954249199217376	0.06509727896057103	0	annuus	Ha412HOChr01	neg1
ANN0846	-0.025356697240572133	0.031892892787347256	0	annuus	Ha412HOChr01	neg1
ANN0847	-0.024525189591009695	0.048263664799944234	0	annuus	Ha412HOChr01	neg1
ANN0848	-0.024705344740465346	0.06111857217434471	0	annuus	Ha412HOChr01	neg1
ANN0849	-0.02521820718262465	0.06113108172559706	0	annuus	Ha412HOChr01	neg1
ANN0850	-0.024851510638962834	0.06032600513512745	0	annuus	Ha412HOChr01	neg1
ANN0851	-0.025907832806723496	0.05346790591718474	0	annuus	Ha412HOChr01	neg1
ANN0852	-0.02540879242307422	0.07966863265085633	0	annuus	Ha412HOChr01	neg1
ANN0853	-0.025461004292558577	0.04477374252853925	0	annuus	Ha412HOChr01	neg1
ANN0854	-0.02710104802305779	0.037664230713494895	0	annuus	Ha412HOChr01	neg1
ANN0855	-0.024477128717516707	0.031638053369187	0	annuus	Ha412HOChr01	neg1
ANN0856	-0.02519228318127489	0.0331882423546392	0	annuus	Ha412HOChr01	neg1
ANN0857	-0.025849496965878745	0.04900899552743755	0	annuus	Ha412HOChr01	neg1
ANN0858	-0.02623018578780668	0.05519647743324928	0	annuus	Ha412HOChr01	neg1
ANN0859	-0.02704522534621819	0.04707568405469112	0	annuus	Ha412HOChr01	neg1
ANN0860	-0.026868559685633682	0.03786450479549033	0	annuus	Ha412HOChr01	neg1
ANN0861	-0.02472361744320774	-0.03846813930870025	0	annuus	Ha412HOChr01	neg1
ANN0862	-0.02373672140898156	-0.01765694509040251	0	annuus	Ha412HOChr01	neg1
ANN0863	-0.023604016584853782	-0.023557463979753113	0	annuus	Ha412HOChr01	neg1
ANN0864	-0.020857495645051474	-0.05066571781157345	0	annuus	Ha412HOChr01	neg1
ANN0865	-0.02072748386168557	-0.049767540265790375	0	annuus	Ha412HOChr01	neg1
ANN0866	-0.024959901501529665	-0.038041849994534783	0	annuus	Ha412HOChr01	neg1
ANN0867	0.026576251416851528	-0.03662444479021074	1	annuus	Ha412HOChr01	neg1
ANN0868	-0.020708086159818315	-0.026752390938550818	0	annuus	Ha412HOChr01	neg1
ANN0869	0.024098625429650734	-0.04581506305707206	1	annuus	Ha412HOChr01	neg1
ANN0870	0.02645816866810645	-0.04926539693948853	1	annuus	Ha412HOChr01	neg1
ANN0871	-0.02404355548466103	-0.03868756088391102	0	annuus	Ha412HOChr01	neg1
ANN0872	-0.024534460829688742	-0.02507502568757955	0	annuus	Ha412HOChr01	neg1
ANN0873	-0.025439114401076844	-0.028206148496676672	0	annuus	Ha412HOChr01	neg1
ANN0874	0.025502070063600082	-0.03182880703376348	1	annuus	Ha412HOChr01	neg1
ANN0875	-0.026198811910420533	-0.00797547041609142	0	annuus	Ha412HOChr01	neg1
ANN0876	-0.022169457460120376	-0.03335170602684041	0	annuus	Ha412HOChr01	neg1
ANN0877	-0.022509332889691782	-0.015123843361802267	0	annuus	Ha412HOChr01	neg1
ANN0878	-0.023333037536047138	-0.022054879750005762	0	annuus	Ha412HOChr01	neg1
ANN0879	-0.0232787016009726	-0.01769448068971789	0	annuus	Ha412HOChr01	neg1
ANN0880	0.02333906510124251	-0.0465982717107402	1	annuus	Ha412HOChr01	neg1
ANN0881	-0.019964136368965046	0.01877883784130214	0	annuus	Ha412HOChr01	neg1
ANN0882	-0.022161648327868197	0.020213538003302816	0	annuus	Ha412HOChr01	neg1
ANN0883	-0.02145058172678531	0.020670184290524238	0	annuus	Ha412HOChr01	neg1
ANN0884	-0.023057644731317155	0.007168123458114148	0	annuus	Ha412HOChr01	neg1
ANN0885	-0.023427380702304452	0.008738236554072394	0	annuus	Ha412HOChr01	neg1
ANN0886	-0.017850320491823547	0.025966374095233946	0	annuus	Ha412HOChr01	neg1
ANN0887	-0.023742557412584055	0.007949580554590838	0	annuus	Ha412HOChr01	neg1
ANN0888	-0.019908739122192428	0.022202165189007028	0	annuus	Ha412HOChr01	neg1
ANN0889	-0.022935650950839555	0.0031843233404184094	0	annuus	Ha412HOChr01	neg1
ANN0890	-0.02076705491570561	0.014732596418534558	0	annuus	Ha412HOChr01	neg1
ANN0891	-0.023993405687913954	0.005224691968140174	0	annuus	Ha412HOChr01	neg1
ANN0892	-0.02061781655680165	0.03071838898124875	0	annuus	Ha412HOChr01	neg1
ANN0893	-0.018247828425909374	0.04665668231788314	0	annuus	Ha412HOChr01	neg1
ANN0894	-0.020249444046792374	0.037181876042858907	0	annuus	Ha412HOChr01	neg1
ANN0895	-0.01816367271435637	0.041490600448507324	0	annuus	Ha412HOChr01	neg1
ANN0896	-0.022281660731555807	0.018364135585231683	0	annuus	Ha412HOChr01	neg1
ANN0897	0.02997570796037291	0.0042088599806266655	1	annuus	Ha412HOChr01	neg1
ANN0898	-0.022641440149483053	0.019033230499009013	0	annuus	Ha412HOChr01	neg1
ANN0899	-0.022695109741726834	0.017524996239528284	0	annuus	Ha412HOChr01	neg1
ANN0900	-0.01936697192767896	0.028758307437449407	0	annuus	Ha412HOChr01	neg1
ANN0901	-0.02378885244951915	0.16423109432586003	0	annuus	Ha412HOChr01	neg1
ANN0902	-0.02352151162821885	0.1620645237457949	0	annuus	Ha412HOChr01	neg1
ANN0903	-0.02377246618715028	0.1645836102982291	0	annuus	Ha412HOChr01	neg1
ANN0904	-0.023536134649572625	0.1614517313972262	0	annuus	Ha412HOChr01	neg1
ANN0905	-0.024010348877000764	0.1690057573682784	0	annuus	Ha412HOChr01	neg1
ANN0906	-0.024290322439504693	0.10403474255935652	0	annuus	Ha412HOChr01	neg1
ANN0907	-0.024301660408246682	0.09586449727417178	0	annuus	Ha412HOChr01	neg1
ANN0908	-0.019729322275123695	0.11257630207871751	0	annuus	Ha412HOChr01	neg1
ANN0909	-0.024081840620531685	0.10645224247255834	0	annuus	Ha412HOChr01	neg1
ANN0910	-0.02362488715782759	0.16052122949680467	0	annuus	Ha412HOChr01	neg1
ANN0911	-0.020552593865070603	0.010793902040603043	0	annuus	Ha412HOChr01	neg1
ANN0912	-0.02306982066272075	0.010436392640310172	0	annuus	Ha412HOChr01	neg1
ANN0913	-0.02487490684299344	0.017799166099613625	0	annuus	Ha412HOChr01	neg1
ANN0914	-0.02339490625996069	0.03504565602833324	0	annuus	Ha412HOChr01	neg1
ANN0915	-0.022392781919305146	0.010300639020147676	0	annuus	Ha412HOChr01	neg1
ANN0916	-0.023051944625594914	0.017124258863997738	0	annuus	Ha412HOChr01	neg1
ANN0917	-0.023771938105591015	0.04451250805908187	0	annuus	Ha412HOChr01	neg1
ANN0918	-0.020735388613074685	-0.010383808637745693	0	annuus	Ha412HOChr01	neg1
ANN0919	-0.02516384860391563	0.0152358578268985	0	annuus	Ha412HOChr01	neg1
ANN0920	-0.02342880137044962	0.009334647885431278	0	annuus	Ha412HOChr01	neg1
ANN0921	-0.022559012730276558	0.012491862386721935	0	annuus	Ha412HOChr01	neg1
ANN0922	-0.02365245208106659	0.02862314855380691	0	annuus	Ha412HOChr01	neg1
ANN0923	-0.023546135403698407	0.09150140819494962	0	annuus	Ha412HOChr01	neg1
ANN0924	-0.023664614453738284	0.04191586468463461	0	annuus	Ha412HOChr01	neg1
ANN0925	-0.02113502918354189	0.04634213728589851	0	annuus	Ha412HOChr01	neg1
ANN0926	-0.023274950464964462	0.0630566654637633	0	annuus	Ha412HOChr01	neg1
ANN0927	-0.023527907228764727	0.010441360040419184	0	annuus	Ha412HOChr01	neg1
ANN0928	-0.02424053189507077	0.04531075245350889	0	annuus	Ha412HOChr01	neg1
ANN0929	-0.020070432947103315	0.07480084684783285	0	annuus	Ha412HOChr01	neg1
ANN0930	-0.02373682102728637	0.08056004137311557	0	annuus	Ha412HOChr01	neg1
ANN0931	-0.023184633234475154	0.006489935889559101	0	annuus	Ha412HOChr01	neg1
ANN0932	-0.02150231745350277	0.0011672276972993475	0	annuus	Ha412HOChr01	neg1
ANN0933	-0.024447293474594827	0.027017018699571807	0	annuus	Ha412HOChr01	neg1
ANN0934	-0.02216815829263743	-0.0078065477760212165	0	annuus	Ha412HOChr01	neg1
ANN0935	-0.02476969425327545	0.0020511364616848287	0	annuus	Ha412HOChr01	neg1
ANN0936	-0.02443422767457638	0.024323293751789873	0	annuus	Ha412HOChr01	neg1
ANN0937	-0.0224924385127091	0.027508780435490703	0	annuus	Ha412HOChr01	neg1
ANN0938	-0.023424679131317402	0.004590191570175588	0	annuus	Ha412HOChr01	neg1
ANN0939	-0.02304584724621434	-0.016999428427966333	0	annuus	Ha412HOChr01	neg1
ANN0940	-0.02153447125590331	0.043946628154658524	0	annuus	Ha412HOChr01	neg1
ANN0941	-0.0208426269061888	-0.017898466161687315	0	annuus	Ha412HOChr01	neg1
ANN0942	-0.02246204419991488	-0.0028319845506637083	0	annuus	Ha412HOChr01	neg1
ANN0943	-0.02362167590362849	-0.015371815422357039	0	annuus	Ha412HOChr01	neg1
ANN0944	-0.02125438781407087	-0.012780172874642344	0	annuus	Ha412HOChr01	neg1
ANN0945	-0.02226229087884804	0.03277768160873645	0	annuus	Ha412HOChr01	neg1
ANN0946	-0.01879534882935791	0.03471380487889293	0	annuus	Ha412HOChr01	neg1
ANN0947	-0.02148046106304252	0.029032959530033205	0	annuus	Ha412HOChr01	neg1
ANN0948	-0.02241440866335455	0.015039080563606172	0	annuus	Ha412HOChr01	neg1
ANN0949	-0.02255449098501472	-0.01782864723082308	0	annuus	Ha412HOChr01	neg1
ANN0950	-0.01984193012107957	0.015938473039338246	0	annuus	Ha412HOChr01	neg1
ANN0951	-0.023161804157303695	0.01002121162779686	0	annuus	Ha412HOChr01	neg1
ANN0952	-0.022218763454474807	-0.021049735750419494	0	annuus	Ha412HOChr01	neg1
ANN0953	-0.02210218171862946	-0.02369611993358408	0	annuus	Ha412HOChr01	neg1
ANN0954	-0.021506963204068974	-0.013821701886957525	0	annuus	Ha412HOChr01	neg1
ANN0955	-0.022195423728445504	0.009669379114146111	0	annuus	Ha412HOChr01	neg1
ANN0956	-0.020139125483631032	0.001851621360131053	0	annuus	Ha412HOChr01	neg1
ANN0957	-0.02316287141227131	0.00263592334150668	0	annuus	Ha412HOChr01	neg1
ANN0958	-0.021907501066502626	-4.724721495006322e-4	0	annuus	Ha412HOChr01	neg1
ANN0959	-0.021070738003912386	0.0038266831228971915	0	annuus	Ha412HOChr01	neg1
ANN0960	-0.02274658904650692	0.0016618577075670402	0	annuus	Ha412HOChr01	neg1
ANN0961	-0.022268805069170033	-0.04023725407019865	0	annuus	Ha412HOChr01	neg1
ANN0962	-0.023463322436861583	-0.023540038186816478	0	annuus	Ha412HOChr01	neg1
ANN0963	-0.020958349101141523	-0.023248453050007833	0	annuus	Ha412HOChr01	neg1
ANN0964	-0.02272182817781367	-0.0428675110838678	0	annuus	Ha412HOChr01	neg1
ANN0965	-0.021526639773964656	-0.007314789894990525	0	annuus	Ha412HOChr01	neg1
ANN0966	-0.02076636848503265	-0.022386453925071808	0	annuus	Ha412HOChr01	neg1
ANN0967	-0.021111392427718555	-0.022842260336289867	0	annuus	Ha412HOChr01	neg1
ANN0968	-0.02170632972271703	-0.03219257891600146	0	annuus	Ha412HOChr01	neg1
ANN0969	-0.02264702814062322	-0.02207297805786579	0	annuus	Ha412HOChr01	neg1
ANN0970	-0.02154996413330209	-0.03146584551833557	0	annuus	Ha412HOChr01	neg1
ANN0971	-0.022500784664043177	-0.03192468290889799	0	annuus	Ha412HOChr01	neg1
ANN0972	-0.023052830248607322	-0.014405023640012001	0	annuus	Ha412HOChr01	neg1
ANN0973	-0.023578678270702647	-0.02690704658535094	0	annuus	Ha412HOChr01	neg1
ANN0974	-0.021728533975056093	-0.02926090097783009	0	annuus	Ha412HOChr01	neg1
ANN0975	-0.021935659155367156	-0.021505604037009612	0	annuus	Ha412HOChr01	neg1
ANN0976	-0.02088219315119742	-0.014673675215430532	0	annuus	Ha412HOChr01	neg1
ANN0977	-0.023287037711329624	-0.02742257245068228	0	annuus	Ha412HOChr01	neg1
ANN0978	0.025287725433098526	0.011080083507316351	1	annuus	Ha412HOChr01	neg1
ANN0979	-0.023762356007373232	0.004811871109792629	0	annuus	Ha412HOChr01	neg1
ANN0980	-0.022517487564818667	-0.03599719324423025	0	annuus	Ha412HOChr01	neg1
ANN0981	-0.022249712426775443	-0.035760228095927694	0	annuus	Ha412HOChr01	neg1
ANN0982	-0.023311512796095536	-0.031104638853734212	0	annuus	Ha412HOChr01	neg1
ANN0983	-0.022615459018078397	-0.012128626978737105	0	annuus	Ha412HOChr01	neg1
ANN0984	-0.020791974346984123	-0.00471126783495089	0	annuus	Ha412HOChr01	neg1
ANN0985	-0.02546580031576479	-0.019664892159788182	0	annuus	Ha412HOChr01	neg1
ANN0986	-0.022985124765566998	-0.02145035919675435	0	annuus	Ha412HOChr01	neg1
ANN0987	-0.022569167488291783	-0.03692973999496891	0	annuus	Ha412HOChr01	neg1
ANN0988	-0.02282217596076727	-0.018014967598529937	0	annuus	Ha412HOChr01	neg1
ANN0989	-0.025346838365420336	-0.022727755070746074	0	annuus	Ha412HOChr01	neg1
ANN0990	-0.022900547568087497	0.010317831257470614	0	annuus	Ha412HOChr01	neg1
ANN0991	-0.02128960436972014	-0.007605018358660499	0	annuus	Ha412HOChr01	neg1
ANN0992	-0.02563753175265187	-0.028831708681420612	0	annuus	Ha412HOChr01	neg1
ANN0993	-0.024070729475308545	-0.022662097527195044	0	annuus	Ha412HOChr01	neg1
ANN0994	-0.022049519321775894	-0.006793482269922952	0	annuus	Ha412HOChr01	neg1
ANN0995	-0.02240668588648364	-0.024948245788014935	0	annuus	Ha412HOChr01	neg1
ANN0996	-0.02482374051549034	-0.015832441289514117	0	annuus	Ha412HOChr01	neg1
ANN0997	-0.023282865661275076	-0.019092786675823994	0	annuus	Ha412HOChr01	neg1
ANN0998	-0.02466022332730921	-0.0321440944038383	0	annuus	Ha412HOChr01	neg1
ANN0999	-0.023694006366250756	-0.02278971634491904	0	annuus	Ha412HOChr01	neg1
ANN1000	-0.02423525438289338	-0.02763372260808104	0	annuus	Ha412HOChr01	neg1
ANN1001	-0.022509611447465456	-0.009406849616546153	0	annuus	Ha412HOChr01	neg1
ANN1002	-0.021059485636886272	-0.02082932728795682	0	annuus	Ha412HOChr01	neg1
ANN1003	-0.023244313595350875	-0.02662431790520384	0	annuus	Ha412HOChr01	neg1
ANN1004	-0.02472123633662251	-0.025351341431909133	0	annuus	Ha412HOChr01	neg1
ANN1005	-0.023941264401316935	-0.03115340666718536	0	annuus	Ha412HOChr01	neg1
ANN1006	-0.022027159903977793	-0.02026793131168677	0	annuus	Ha412HOChr01	neg1
ANN1007	-0.022056375119367044	-0.01707525074030919	0	annuus	Ha412HOChr01	neg1
ANN1008	-0.023938273771910948	-0.02280798893341027	0	annuus	Ha412HOChr01	neg1
ANN1009	-0.02328487068426895	-0.03587326866775141	0	annuus	Ha412HOChr01	neg1
ANN1010	-0.02368921760806668	-0.02648580002983605	0	annuus	Ha412HOChr01	neg1
ANN1011	-0.024145281109087514	-6.272553397950013e-4	0	annuus	Ha412HOChr01	neg1
ANN1012	-0.024233972091187363	-0.030962632518244902	0	annuus	Ha412HOChr01	neg1
ANN1013	-0.024669346899630802	-0.015692079950573357	0	annuus	Ha412HOChr01	neg1
ANN1014	-0.02611290184283246	-0.042124273009483286	0	annuus	Ha412HOChr01	neg1
ANN1015	-0.02319133676805431	-0.00941775767452707	0	annuus	Ha412HOChr01	neg1
ANN1016	-0.023801763134096064	-0.019460657476022217	0	annuus	Ha412HOChr01	neg1
ANN1017	0.024032483966288775	-0.009354633941777393	1	annuus	Ha412HOChr01	neg1
ANN1018	-0.024560485702088995	-0.023468258478332827	0	annuus	Ha412HOChr01	neg1
ANN1019	-0.020082201896106322	-0.022372959423642293	0	annuus	Ha412HOChr01	neg1
ANN1020	-0.021754472979983758	-0.018364621710892797	0	annuus	Ha412HOChr01	neg1
ANN1021	0.024847074621447873	-0.032002621320776956	1	annuus	Ha412HOChr01	neg1
ANN1022	0.023430869539724376	-0.04037680824519433	1	annuus	Ha412HOChr01	neg1
ANN1023	-0.023237018802896962	-0.01702316775697838	0	annuus	Ha412HOChr01	neg1
ANN1024	-0.025747432170833334	-0.0054133262547391755	0	annuus	Ha412HOChr01	neg1
ANN1025	-0.02550355429591823	-0.014654187657024167	0	annuus	Ha412HOChr01	neg1
ANN1026	0.02634158878588008	-0.02983458433348845	1	annuus	Ha412HOChr01	neg1
ANN1027	-0.026336266543249984	-0.009862471932437526	0	annuus	Ha412HOChr01	neg1
ANN1028	-0.02558562724818984	-0.006084739367580973	0	annuus	Ha412HOChr01	neg1
ANN1029	-0.024448077102625726	-0.00850651850346808	0	annuus	Ha412HOChr01	neg1
ANN1030	-0.024461156394248514	-0.018915034371061082	0	annuus	Ha412HOChr01	neg1
ANN1031	0.08320126840986368	-0.04990157749452294	2	annuus	Ha412HOChr01	neg1
ANN1032	-0.025322728843026547	-0.009464996899676384	0	annuus	Ha412HOChr01	neg1
ANN1033	0.024170095254093485	-0.03942548867770709	1	annuus	Ha412HOChr01	neg1
ANN1034	0.02405519495119479	-0.04037256024328391	1	annuus	Ha412HOChr01	neg1
ANN1035	0.07805124347472166	-0.04809370620458944	2	annuus	Ha412HOChr01	neg1
ANN1036	0.0841280116544478	-0.049368905324003856	2	annuus	Ha412HOChr01	neg1
ANN1037	-0.018953177706684428	-0.035997956453300166	0	annuus	Ha412HOChr01	neg1
ANN1038	-0.019413526682459534	-0.036496384842797804	0	annuus	Ha412HOChr01	neg1
ANN1039	0.022277347406273865	-0.037037871654852346	1	annuus	Ha412HOChr01	neg1
ANN1040	-0.02207165930056481	-0.03050279759172658	0	annuus	Ha412HOChr01	neg1
ANN1041	-0.021842949536000203	0.03621937959156671	0	annuus	Ha412HOChr01	neg1
ANN1042	-0.023160230276491146	0.024534589701752596	0	annuus	Ha412HOChr01	neg1
ANN1043	-0.017317819590082474	0.05186779237283437	0	annuus	Ha412HOChr01	neg1
ANN1044	-0.020600448625294702	0.010523092260584899	0	annuus	Ha412HOChr01	neg1
ANN1045	-0.022961544847757597	0.055702414150669524	0	annuus	Ha412HOChr01	neg1
ANN1046	-0.009480332086368217	0.04360822925871974	0	annuus	Ha412HOChr01	neg1
ANN1047	-0.023838374148067346	0.019672655877756413	0	annuus	Ha412HOChr01	neg1
ANN1048	-0.02061166833423392	0.020083025297992035	0	annuus	Ha412HOChr01	neg1
ANN1049	-0.023784896101711476	0.05499928146328281	0	annuus	Ha412HOChr01	neg1
ANN1050	-0.018808626976878618	0.019968200111041823	0	annuus	Ha412HOChr01	neg1
ANN1051	-0.019297966905252165	0.0410617276779786	0	annuus	Ha412HOChr01	neg1
ANN1052	-0.01814685483423168	0.0380385593156798	0	annuus	Ha412HOChr01	neg1
ANN1053	-0.020588364548668976	0.03670634751030129	0	annuus	Ha412HOChr01	neg1
ANN1054	-0.02108395938401899	0.059774638423255574	0	annuus	Ha412HOChr01	neg1
ANN1055	-0.01853424660932522	0.057779056292436494	0	annuus	Ha412HOChr01	neg1
ANN1056	-0.023692504719895043	0.050352477477694196	0	annuus	Ha412HOChr01	neg1
ANN1057	-0.02071663597018831	0.03859423439139785	0	annuus	Ha412HOChr01	neg1
ANN1058	-0.02120414586811265	0.07378182813835416	0	annuus	Ha412HOChr01	neg1
ANN1059	-0.021170000897756825	0.05055275917817659	0	annuus	Ha412HOChr01	neg1
ANN1060	-0.016745124422690046	0.05809727685312784	0	annuus	Ha412HOChr01	neg1
ANN1061	-0.024504974902312106	0.02461461347505157	0	annuus	Ha412HOChr01	neg1
ANN1062	-0.023500196332889547	0.03230183083073855	0	annuus	Ha412HOChr01	neg1
ANN1063	-0.025770688018661843	0.017694852350408977	0	annuus	Ha412HOChr01	neg1
ANN1064	-0.02394195497699906	0.02320505520383457	0	annuus	Ha412HOChr01	neg1
ANN1065	-0.02490401537600673	0.03641533982854396	0	annuus	Ha412HOChr01	neg1
ANN1066	-0.024750555521363383	0.006520882360700742	0	annuus	Ha412HOChr01	neg1
ANN1067	-0.02533786981498956	0.00559518085232179	0	annuus	Ha412HOChr01	neg1
ANN1068	-0.02526417227186723	0.020076049957458743	0	annuus	Ha412HOChr01	neg1
ANN1069	-0.02281796338033956	0.0015973782932385532	0	annuus	Ha412HOChr01	neg1
ANN1070	-0.025353006038111702	0.02563856605115073	0	annuus	Ha412HOChr01	neg1
ANN1071	-0.02272915800367691	-0.02234576429085806	0	annuus	Ha412HOChr01	neg1
ANN1072	-0.024917809195258492	-0.017554767686898003	0	annuus	Ha412HOChr01	neg1
ANN1073	-0.02527656206961854	-0.007932048328144535	0	annuus	Ha412HOChr01	neg1
ANN1074	-0.024398288836361824	-0.0025837082582830916	0	annuus	Ha412HOChr01	neg1
ANN1075	-0.022766733358865254	-0.022170648595385815	0	annuus	Ha412HOChr01	neg1
ANN1076	-0.023034442361941375	0.009029331081702896	0	annuus	Ha412HOChr01	neg1
ANN1077	-0.024129556289214787	-0.004443362048128495	0	annuus	Ha412HOChr01	neg1
ANN1078	-0.02442846012508819	-0.010666956244287174	0	annuus	Ha412HOChr01	neg1
ANN1079	-0.02377840414364184	-0.005895693325744419	0	annuus	Ha412HOChr01	neg1
ANN1080	-0.023353292279269598	-0.010631991764005479	0	annuus	Ha412HOChr01	neg1
ANN1081	-0.02299217780714603	-0.04057245814876582	0	annuus	Ha412HOChr01	neg1
ANN1082	-0.023020541618289654	-0.019873124405633297	0	annuus	Ha412HOChr01	neg1
ANN1083	-0.024386798533754715	-0.03972840352470271	0	annuus	Ha412HOChr01	neg1
ANN1084	-0.024407183127425576	-0.0409962802147873	0	annuus	Ha412HOChr01	neg1
ANN1085	-0.02322579023208975	-0.04100362025975415	0	annuus	Ha412HOChr01	neg1
ANN1086	-0.023218574147379788	-0.021822218168349547	0	annuus	Ha412HOChr01	neg1
ANN1087	-0.023074435538972152	-0.04137100706342354	0	annuus	Ha412HOChr01	neg1
ANN1088	-0.024687322793736848	-0.03988127607593143	0	annuus	Ha412HOChr01	neg1
ANN1089	-0.023425846192400176	-0.03326880004001909	0	annuus	Ha412HOChr01	neg1
ANN1090	-0.022866351119212057	-0.02652493439452026	0	annuus	Ha412HOChr01	neg1
ANN1091	-0.024563258598535885	-0.034777531650060714	0	annuus	Ha412HOChr01	neg1
ANN1092	-0.024117576875171208	-0.023402241414463457	0	annuus	Ha412HOChr01	neg1
ANN1093	-0.021882053130611596	-0.03432740077772743	0	annuus	Ha412HOChr01	neg1
ANN1094	-0.024688809638824406	-0.011105995326983104	0	annuus	Ha412HOChr01	neg1
ANN1095	-0.024717231362766028	-0.03277931384904173	0	annuus	Ha412HOChr01	neg1
ANN1096	-0.024458972819784007	-0.03237645472054043	0	annuus	Ha412HOChr01	neg1
ANN1097	-0.02306507102671649	-0.030230856230024417	0	annuus	Ha412HOChr01	neg1
ANN1098	-0.02485836036101311	-0.022125394829224175	0	annuus	Ha412HOChr01	neg1
ANN1099	-0.02291612094683799	-0.03802934826872752	0	annuus	Ha412HOChr01	neg1
ANN1100	-0.02292103624300411	-0.038683576064458276	0	annuus	Ha412HOChr01	neg1
ANN1101	-0.02360554919379165	-0.03210062787629591	0	annuus	Ha412HOChr01	neg1
ANN1102	-0.02316782260695479	-0.0417099189068647	0	annuus	Ha412HOChr01	neg1
ANN1103	-0.02304713877312669	-0.03650024220116173	0	annuus	Ha412HOChr01	neg1
ANN1104	-0.02328509401244923	-0.03911161913435514	0	annuus	Ha412HOChr01	neg1
ANN1105	-0.02354217612133321	-0.04370672294582689	0	annuus	Ha412HOChr01	neg1
ANN1106	-0.022510841977203454	-0.021726872626638378	0	annuus	Ha412HOChr01	neg1
